,FinalWorth,Person Name,Age,country,City,source,Industries,Country_Of_Citizenship,Self_Made,Status,Gender,State,Residence_State_Region,Birth Year,Birth Month,Birthday,CPI Country,CPI ChangeCountry,GDP_Country,Gross_Tertiarye_Education_Enrollment,Gross_Primary_Education_Enrollment_Country,Life_Expectancy_Country,Tax_Revenue_Country,Total_TaxRate_Country,Population_Country,Latitude Country,Longitude Country
715,4000,Jerzy Starak,75.0,Poland,Konstancin,Pharmaceuticals,Healthcare,Poland,True,E,M,,,1947.0,12.0,12.0,114.11,2.2,592164400688.0,67.8,100.0,77.6,17.4,40.8,37970874.0,51.919438,19.145136
716,4000,Torbjorn Tornqvist,69.0,Switzerland,Geneva,Oil trading,Energy,Sweden,True,U,M,,,1953.0,11.0,8.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
717,4000,Rufino Vigil Gonzalez,74.0,Mexico,Mexico City,Steel,Metals & Mining,Mexico,True,U,M,,,1948.0,6.0,1.0,141.54,3.6,1258286717125.0,40.2,105.8,75.0,13.1,55.1,126014024.0,23.634501,-102.552784
718,4000,Zhang Daocai,73.0,China,Shaoxing,Valves,Diversified,China,True,U,M,,,1950.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
719,3900,Juergen Blickle,76.0,Germany,Bruchsal,Auto parts,Manufacturing,Germany,False,D,M,,,1947.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
720,3900,"Austen Cargill, II.",72.0,United States,Livingston,Cargill,Food & Beverage,United States,False,D,M,Montana,West,1951.0,3.0,9.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
721,3900,"James Cargill, II.",73.0,United States,Birchwood,Cargill,Food & Beverage,United States,False,D,M,Wisconsin,Midwest,1949.0,4.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
722,3900,Vanich Chaiyawan,91.0,Thailand,Bangkok,"Insurance, beverages",Finance & Investments,Thailand,True,U,M,,,1932.0,1.0,1.0,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
723,3900,Chen Dongsheng,65.0,China,Beijing,Insurance,Finance & Investments,China,True,U,M,,,1957.0,12.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
724,3900,Mong-Koo Chung,85.0,South Korea,Seoul,Hyundai,Automotive,South Korea,False,D,M,,,1938.0,3.0,19.0,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922
725,3900,Kenneth Dart,67.0,Cayman Islands,George Town,Investments,Finance & Investments,Belize,False,U,M,,,1955.0,4.0,21.0,,,,,,,,,,,
726,3900,Giuseppe De'Longhi & family,83.0,Italy,Treviso,Coffee makers,Fashion & Retail,Italy,False,D,M,,,1939.0,4.0,24.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
727,3900,Guenther Fielmann & family,83.0,Germany,Hamburg,Optometry,Healthcare,Germany,True,D,M,,,1939.0,9.0,17.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
728,3900,W. Herbert Hunt,94.0,United States,Dallas,Oil,Energy,United States,False,D,M,Texas,South,1929.0,3.0,6.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
729,3900,James Irsay,63.0,United States,Carmel,Indianapolis Colts,Sports,United States,False,U,M,Indiana,Midwest,1959.0,6.0,13.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
730,3900,Somurai Jaruphnit,,Thailand,Bangkok,Diversified,Diversified,Thailand,False,N,F,,,,,,113.27,0.7,543649976166.0,49.3,99.8,76.9,14.9,29.5,69625582.0,15.870032,100.992541
731,3900,Marianne Liebmann,69.0,United States,Bozeman,Cargill,Food & Beverage,United States,False,D,F,Montana,West,1953.0,7.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
732,3900,Jorge Moll Filho & family,78.0,Brazil,Rio de Janeiro,Hospitals,Healthcare,Brazil,True,D,M,,,1945.0,1.0,1.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
733,3900,Fernando Roberto Moreira Salles,76.0,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,False,U,M,,,1946.0,5.0,29.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
734,3900,Pedro Moreira Salles,63.0,Brazil,Sao Paulo,"Banking, minerals",Diversified,Brazil,False,U,M,,,1959.0,10.0,20.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
735,3900,Gabe Newell,60.0,United States,Seattle,Videogames,Gambling & Casinos,United States,True,E,M,Washington,West,1962.0,11.0,3.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
736,3900,Alfred Oetker,56.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,False,U,M,,,1967.0,1.0,1.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
737,3900,Carl Ferdinand Oetker,50.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,False,U,M,,,1972.0,10.0,3.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
738,3900,Julia Oetker,44.0,Germany,Bielefeld,Consumer goods,Fashion & Retail,Germany,False,U,F,,,1979.0,1.0,26.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
739,3900,Ruan Hongliang & family,62.0,China,Jiaxing,Glass,Manufacturing,China,True,D,M,,,1961.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
740,3900,Mark Stevens,63.0,United States,Steamboat Springs,Venture capital,Finance & Investments,United States,True,D,M,Colorado,West,1960.0,2.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
741,3900,Tsai Hong-tu,70.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,D,M,,,1952.0,8.0,1.0,,,,,,,,,,,
742,3900,Nusli Wadia,79.0,India,Mumbai,Consumer goods,Food & Beverage,India,False,U,M,,,1944.0,2.0,15.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
743,3900,Wu Yiling,73.0,China,Shijiazhuang,Pharmaceuticals,Healthcare,China,True,E,M,,,1949.0,10.0,24.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
744,3900,Yu Renrong,57.0,China,Ningbo,Semiconductors,Manufacturing,China,True,D,M,,,1966.0,4.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
745,3900,Zhu Baoguo & family,60.0,China,Shenzhen,Pharmaceuticals,Healthcare,China,True,D,M,,,1962.0,4.0,25.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
746,3800,Rahul Bhatia,63.0,India,Delhi,Aviation,Service,India,False,Split Family Fortune,M,,,1959.0,6.0,10.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
747,3800,Francesco Gaetano Caltagirone,80.0,Italy,Rome,"Cement, diversified",Construction & Engineering,Italy,True,D,M,,,1943.0,3.0,21.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
748,3800,Barry Diller,81.0,United States,New York,Online media,Media & Entertainment,United States,True,D,M,New York,Northeast,1942.0,2.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
749,3800,Wesley Edens,61.0,United States,New York,Investments,Finance & Investments,United States,True,U,M,New York,Northeast,1961.0,10.0,31.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
750,3800,Stephen Feinberg,63.0,United States,New York,Private equity,Finance & Investments,United States,True,U,M,New York,Northeast,1960.0,3.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
751,3800,Rakesh Gangwal,69.0,United States,Miami,Airline,Service,United States,True,D,M,Florida,South,1953.0,7.0,25.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
752,3800,Joseph Grendys,61.0,United States,Chicago,Poultry processing,Food & Beverage,United States,True,U,M,Illinois,Midwest,1961.0,12.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
753,3800,Martha Ingram & family,87.0,United States,Nashville,"Book distribution, transportation",Media & Entertainment,United States,False,D,F,Tennessee,South,1935.0,8.0,20.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
754,3800,Li Xiang,41.0,China,Beijing,Electric vehicles,Automotive,China,True,D,M,,,1981.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
755,3800,"H. Ross Perot, Jr.",64.0,United States,Dallas,Real estate,Real Estate,United States,False,U,M,Texas,South,1958.0,11.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
756,3800,Chandru Raheja,82.0,India,Mumbai,Real estate,Real Estate,India,False,U,M,,,1940.0,10.0,1.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
757,3800,Trevor Rees-Jones,71.0,United States,Dallas,Oil & gas,Energy,United States,True,D,M,Texas,South,1951.0,8.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
758,3800,Yasumitsu Shigeta,58.0,Japan,Tokyo,Mobile phone retailer,Telecom,Japan,True,U,M,,,1965.0,2.0,25.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
759,3800,Su Qingcan,54.0,China,Xiamen,Healthcare,Healthcare,China,True,N,M,,,1969.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
760,3800,Tsai Cheng-ta,73.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,D,M,,,1950.0,4.0,1.0,,,,,,,,,,,
761,3800,Steven Udvar-Hazy,77.0,United States,Westlake,Aircraft leasing,Service,United States,True,D,M,Texas,South,1946.0,2.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
762,3800,Elizabeth Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,True,N,F,Illinois,Midwest,1945.0,7.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
763,3800,Richard Uihlein,77.0,United States,Lake Forest,Packaging materials,Manufacturing,United States,True,N,M,Illinois,Midwest,1945.0,8.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
764,3700,Hayes Barnard,51.0,United States,Austin,Fintech,Finance & Investments,United States,True,N,M,Texas,South,1972.0,2.0,15.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
765,3700,William Berkley,76.0,United States,Coconut Grove,Insurance,Finance & Investments,United States,True,E,M,Florida,South,1946.0,9.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
766,3700,Charles Cohen,71.0,United States,New York,Real estate,Real Estate,United States,False,U,M,New York,Northeast,1952.0,2.0,8.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
767,3700,Yakir Gabay,56.0,United Kingdom,London,Real estate,Real Estate,Cyprus,True,D,M,,,1966.0,4.0,13.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
768,3700,Huang Li,59.0,China,Wuhan,Imaging systems,Technology,China,True,D,M,,,1963.0,6.0,27.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
769,3700,Brad Jacobs,66.0,United States,Greenwich,Logistics,Logistics,United States,True,E,M,Connecticut,Northeast,1956.0,7.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
770,3700,Ji Qi,56.0,China,Shanghai,"Hotels, motels",Real Estate,China,True,U,M,,,1966.0,10.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
771,3700,Jason Jiang,50.0,China,Shanghai,Advertising,Media & Entertainment,Singapore,True,D,M,,,1973.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
772,3700,Jim Kavanaugh,60.0,United States,St. Louis,IT provider,Technology,United States,True,U,M,Missouri,Midwest,1962.0,10.0,17.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
773,3700,Richard LeFrak & family,77.0,United States,New York,Real estate,Real Estate,United States,False,E,M,New York,Northeast,1945.0,8.0,29.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
774,3700,Mikhail Lomtadze,47.0,Kazakhstan,Almaty,Fintech,Finance & Investments,Georgia,True,U,M,,,1975.0,10.0,17.0,182.75,5.2,180161741180.0,61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684
775,3700,Tom Morris,68.0,United Kingdom,Merseyside,Retail,Fashion & Retail,United Kingdom,True,U,M,,,1954.0,10.0,2.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
776,3700,Shigenobu Nagamori,78.0,Japan,Kyoto,Motors,Manufacturing,Japan,True,D,M,,,1944.0,8.0,28.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
777,3700,Daniel Och,62.0,United States,Miami Beach,Hedge funds,Finance & Investments,United States,True,D,M,Florida,South,1961.0,1.0,27.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
778,3700,Horst Paulmann & family,88.0,Chile,Santiago,Retail,Fashion & Retail,Chile,True,U,M,,,1935.0,1.0,1.0,131.91,2.6,282318159745.0,88.5,101.4,80.0,18.2,34.0,18952038.0,-35.675147,-71.542969
779,3700,Anthony Pritzker,62.0,United States,Los Angeles,"Hotels, investments",Service,United States,False,E,M,California,West,1961.0,1.0,7.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
780,3700,John Sall,75.0,United States,Cary,Software,Technology,United States,True,U,M,North Carolina,South,1948.0,4.0,4.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
781,3700,Howard Schultz,69.0,United States,Seattle,Starbucks,Food & Beverage,United States,True,D,M,Washington,West,1953.0,7.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
782,3700,Richard Schulze,82.0,United States,Naples,Best Buy,Fashion & Retail,United States,True,D,M,Florida,South,1941.0,1.0,2.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
783,3700,Yitzhak Tshuva,74.0,Israel,Netanya,Real estate,Real Estate,Israel,True,D,M,,,1948.0,7.0,7.0,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612
784,3700,Wang Yanqing & family,56.0,China,Wuxi,Electrical equipment,Manufacturing,China,True,D,M,,,1966.0,4.0,7.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
785,3600,Rajiv Bajaj,56.0,India,Pune,Diversified,Diversified,India,False,Split Family Fortune,M,,,1966.0,12.0,21.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
786,3600,Sanjiv Bajaj,53.0,India,Pune,Diversified,Diversified,India,False,Split Family Fortune,M,,,1969.0,11.0,2.0,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288
787,3600,Leonid Boguslavsky,71.0,Italy,Florence,Venture capital,Finance & Investments,Canada,True,D,M,,,1951.0,6.0,17.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
788,3600,Jim Coulter,63.0,United States,San Francisco,Private equity,Finance & Investments,United States,True,U,M,California,West,1959.0,12.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
789,3600,Nicolas D'Ieteren,47.0,Switzerland,Anzere,"Auto parts, distribution",Automotive,Belgium,False,N,M,,,1975.0,4.0,13.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
790,3600,Beatriz Davila de Santo Domingo,84.0,Bermuda,,Beer,Food & Beverage,Colombia,False,U,F,,,1939.0,3.0,7.0,,,,,,,,,,,
791,3600,Bob Gaglardi,82.0,Canada,Vancouver,Hotels,Real Estate,Canada,True,U,M,,,1941.0,2.0,19.0,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771
792,3600,Jaime Gilinski Bacal,65.0,United Kingdom,London,Banking,Finance & Investments,Colombia,False,D,M,,,1957.0,12.0,14.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
793,3600,Pansy Ho,60.0,Hong Kong,Hong Kong,Casinos,Gambling & Casinos,Hong Kong,False,U,F,,,1962.0,8.0,26.0,,,,,,,,,,,
794,3600,Alan Howard,59.0,Switzerland,Geneva,Hedge funds,Finance & Investments,United Kingdom,True,U,M,,,1963.0,9.0,1.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
795,3600,Huang Yi,61.0,China,Beijing,Car dealerships,Automotive,Hong Kong,True,D,M,,,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
796,3600,Peter Kellogg,80.0,United States,Short Hills,Investments,Finance & Investments,United States,False,E,M,New Jersey,Northeast,1942.0,9.0,1.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
797,3600,Vyacheslav Kim,53.0,Kazakhstan,Almaty,Fintech,Finance & Investments,Kazakhstan,True,U,M,,,1969.0,6.0,12.0,182.75,5.2,180161741180.0,61.7,104.4,73.2,11.7,28.4,18513930.0,48.019573,66.923684
798,3600,Josh Kushner,37.0,United States,New York City,Venture capital,Finance & Investments,United States,True,U,M,New York,Northeast,1985.0,6.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
799,3600,Samuel Tak Lee,83.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,False,D,M,,,1939.0,4.0,9.0,,,,,,,,,,,
800,3600,Edwin Leong,71.0,Hong Kong,Hong Kong,Real estate,Real Estate,Hong Kong,True,D,M,,,1951.0,12.0,4.0,,,,,,,,,,,
801,3600,"Stephen Mandel, Jr.",67.0,United States,Greenwich,Hedge funds,Finance & Investments,United States,True,D,M,Connecticut,Northeast,1956.0,3.0,12.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
802,3600,Mohamed Mansour,75.0,United Kingdom,London,Diversified,Diversified,Egypt,True,U,M,,,1948.0,1.0,23.0,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973
803,3600,Masahiro Miki,67.0,Japan,Tokyo,Shoes,Fashion & Retail,Japan,True,U,M,,,1955.0,7.0,26.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
804,3600,Masahiro Noda,84.0,Japan,Tokyo,Software,Technology,Japan,True,U,M,,,1938.0,8.0,24.0,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924
805,3600,Cliff Obrecht,37.0,Australia,Sydney,Software,Technology,Australia,True,D,M,,,1985.0,12.0,28.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
806,3600,Melanie Perkins,35.0,Australia,Sydney,Software,Technology,Australia,True,D,F,,,1987.0,5.0,13.0,119.8,1.6,1392680589329.0,113.1,100.3,82.7,23.0,47.4,25766605.0,-25.274398,133.775136
807,3600,J.B. Pritzker,58.0,United States,Springfield,"Hotels, investments",Finance & Investments,United States,False,E,M,Illinois,Midwest,1965.0,1.0,19.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
808,3600,Juan Roig,73.0,Spain,Valencia,Supermarkets,Fashion & Retail,Spain,False,D,M,,,1949.0,10.0,8.0,110.96,0.7,1394116310769.0,88.9,102.7,83.3,14.2,47.0,47076781.0,40.463667,-3.74922
809,3600,Jerry Speyer & family,82.0,United States,New York,Real estate,Real Estate,United States,True,E,M,New York,Northeast,1940.0,6.0,23.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
810,3600,Lawrence Stroll,63.0,Switzerland,Geneva,Fashion investments,Fashion & Retail,Canada,True,U,M,,,1959.0,7.0,11.0,99.55,0.4,703082435360.0,59.6,105.2,83.6,10.1,28.8,8574832.0,46.818188,8.227512
811,3600,Tung Chee Chen,80.0,Hong Kong,Hong Kong,Shipping,Logistics,Hong Kong,False,E,M,,,1942.0,12.0,15.0,,,,,,,,,,,
812,3600,Wang Junlin,60.0,China,Chengdu,Liquor,Food & Beverage,China,True,D,M,,,1962.0,9.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
813,3600,Xia Zuoquan,61.0,China,Shenzhen,"Automobiles, batteries",Automotive,China,True,U,M,,,1962.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
814,3600,Zeng Fangqin,57.0,China,Shenzhen,Smartphone components,Technology,China,True,D,F,,,1965.0,12.0,25.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
815,3600,Zhang Jian,54.0,China,Tianjin,"Electric bikes, scooters",Manufacturing,China,True,U,M,,,1969.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
816,3500,Rocco Basilico,33.0,United States,Los Angeles,Eyeglasses,Fashion & Retail,Italy,False,N,M,California,West,1989.0,7.0,11.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
817,3500,Maurizio Billi,65.0,Brazil,Sao Paulo,Generic drugs,Healthcare,Brazil,False,U,M,,,1957.0,11.0,22.0,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528
818,3500,Fashu Chen,62.0,China,Fuzhou,Investments,Finance & Investments,China,True,D,M,,,1960.0,10.0,26.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
819,3500,Giuseppe Crippa & family,87.0,Italy,Cernusco Lombardone,Microchip testing,Manufacturing,Italy,True,U,M,,,1935.0,5.0,5.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
820,3500,Daniel D'Aniello,76.0,United States,Vienna,Private equity,Finance & Investments,United States,True,D,M,Virginia,South,1946.0,9.0,14.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
821,3500,Claudio Del Vecchio,66.0,United States,Muttontown,Eyeglasses,Fashion & Retail,Italy,False,N,M,New York,Northeast,1957.0,2.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
822,3500,Clemente Del Vecchio,18.0,Italy,Milan,Eyeglases,Fashion & Retail,Italy,False,N,M,,,2004.0,5.0,6.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
823,3500,Leonardo Maria Del Vecchio,27.0,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,False,N,M,,,1995.0,5.0,6.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
824,3500,Luca Del Vecchio,21.0,Italy,Milan,Eyeglasses,Fashion & Retail,Italy,False,N,M,,,2001.0,8.0,31.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
825,3500,Marisa Del Vecchio,64.0,Italy,Rome,Eyeglasses,Fashion & Retail,Italy,False,N,F,,,1958.0,7.0,10.0,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738
826,3500,Paola Del Vecchio,61.0,Luxembourg,Luxembourg,Eyeglasses,Fashion & Retail,Italy,False,N,F,,,1961.0,5.0,14.0,115.09,1.7,71104919108.0,19.2,102.3,82.1,26.5,20.4,645397.0,49.815273,6.129583
827,3500,Walter P.J. Droege,70.0,Germany,Dusseldorf,Investing,Finance & Investments,Germany,True,D,M,,,1952.0,11.0,25.0,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526
828,3500,Fan Daidi,57.0,China,Xian,Skincare,Fashion & Retail,China,True,N,F,,,1966.0,1.0,1.0,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397
829,3500,Peter Gassner,58.0,United States,Pleasanton,Software,Technology,United States,True,U,M,California,West,1965.0,2.0,26.0,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891
830,3500,Mikhail Gutseriev,65.0,Russia,Moscow,"Oil, coal, real estate",Energy,Russia,True,U,M,,,1958.0,3.0,9.0,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756
831,3500,Patrick Lee,81.0,Hong Kong,Hong Kong,Paper,Manufacturing,Hong Kong,True,D,M,,,1942.0,1.0,1.0,,,,,,,,,,,
